Susceptible,Exposed,Hospitalised,Death,Recovered
600715,313,0,0,0
600316,647,0,0,1
599906,990,0,0,11
599431,1351,0,0,36
598912,1710,0,0,54
598312,2130,0,0,87
597566,2641,0,0,129
596786,3162,0,0,183
595869,3790,0,0,264
594764,4521,0,0,342
593514,5330,0,0,449
591919,6403,3,0,591
590096,7586,6,0,776
587975,8993,19,0,1007
585405,10750,26,0,1257
582442,12729,29,2,1517
578995,15012,32,2,1879
574908,17710,46,3,2285
570023,21019,70,3,2824
564238,24942,86,5,3401
557542,29523,100,6,4148
549578,34909,107,10,4956
540409,41058,123,14,5934
533732,44240,132,19,7028
526138,48093,164,25,8341
517801,52298,185,34,9836
508500,57113,250,45,11631
498378,62234,279,55,13607
487757,67455,347,78,15838
476426,73102,351,96,18413
464528,78524,384,123,21139
452130,84148,423,148,24195
439168,89771,456,182,27625
425811,95531,516,218,31345
412019,101106,528,263,35386
398138,106426,617,315,39866
383833,111481,660,371,44732
369166,116489,709,431,49918
354679,121106,728,492,55537
339889,125447,738,592,61632
325370,129321,776,686,67989
310867,132716,781,789,74990
296575,135509,768,915,82221
282543,137891,839,1019,89916
268544,139855,857,1143,97947
254968,141401,877,1286,106356
241855,142419,886,1436,115369
229142,142746,913,1614,124373
216923,142552,961,1776,133895
205149,142031,945,1969,143991
193835,141236,971,2152,153762
183288,139779,1024,2320,164140
172996,137882,997,2537,174618
163746,135207,1005,2747,185467
154775,132465,1048,2954,196064
146452,129528,1072,3180,207205
138625,126352,1075,3388,218121
131330,122865,1132,3613,229215
124507,119135,1093,3875,240487
118254,114959,1107,4127,251475
112353,110944,1118,4393,262762
106812,107000,1117,4640,273745
101698,102808,1104,4885,284702
97048,98636,1119,5156,295453
92681,94510,1088,5403,306136
88737,90343,1100,5661,316526
85011,86261,1085,5918,326828
81663,82184,1112,6151,336698
78470,78331,1144,6411,346497
75590,74489,1185,6643,356083
72838,70766,1184,6900,365382
70350,67091,1181,7133,374349
68086,63504,1157,7357,382840
65987,60009,1136,7578,391249
63996,56842,1146,7794,399368
62260,53694,1098,8028,407253
60579,50782,1081,8222,414901
59004,47853,1069,8391,422110
57616,45066,1112,8571,429004
56324,42505,1067,8739,435594
55099,40097,1078,8909,441859
53955,37736,1057,9066,447906
52944,35561,1061,9229,453684
52017,33419,1107,9363,459112
51140,31458,1067,9513,464323
50305,29617,1028,9655,469284
49551,27820,1043,9795,474010
48820,26186,1049,9917,478447
48146,24614,1016,10038,482676
47533,23082,1006,10145,486764
46981,21649,976,10273,490316
46463,20262,975,10350,493838
45961,19033,954,10442,497199
45528,17878,943,10517,500380
45105,16797,906,10596,503259
44734,15763,889,10680,506157
44357,14783,859,10765,508879
44000,13919,812,10847,511469
43685,13080,796,10909,513798
43380,12299,757,10972,516072
43108,11541,739,11037,518140
42871,10801,708,11108,520019
42651,10099,678,11166,521828
42425,9426,671,11216,523532
42212,8786,600,11270,525159
42006,8232,610,11305,526535
41810,7738,606,11355,527997
41647,7223,577,11395,529355
41488,6730,565,11425,530671
41326,6304,538,11461,531870
41184,5853,527,11491,532945
41054,5488,520,11539,534031
40946,5143,515,11570,534969
40836,4831,480,11603,535859
40737,4537,503,11642,536732
40630,4257,475,11662,537592
40537,3986,449,11697,538310
40453,3675,441,11723,539046
40381,3414,413,11746,539776
40320,3158,404,11765,540466
40259,2942,387,11785,541051
40204,2755,364,11801,541646
40152,2545,324,11820,542162
40105,2365,290,11837,542662
40060,2214,279,11848,543138
40013,2060,247,11868,543592
39979,1931,235,11881,544074
39950,1772,222,11893,544489
39918,1661,203,11909,544823
39881,1545,189,11917,545113
39841,1438,188,11923,545380
39809,1350,160,11934,545657
39780,1262,149,11947,545909
39753,1179,138,11953,546165
39724,1111,144,11958,546428
39704,1036,121,11963,546652
39685,967,125,11968,546848
39667,924,107,11979,547053
39654,865,97,11984,547210
39640,802,103,11987,547355
39625,737,99,11991,547495
39615,693,97,11996,547611
39601,634,88,11999,547729
39591,596,70,12008,547852
39577,562,53,12016,547962
39564,533,58,12017,548065
39557,496,53,12023,548170
39544,467,46,12027,548269
39538,433,45,12028,548354
39534,392,48,12029,548444
39521,376,48,12033,548516
39514,360,47,12034,548571
39509,335,48,12036,548643
39507,310,47,12036,548702
39498,293,41,12038,548758
39489,280,47,12040,548810
39483,265,43,12041,548853
39482,231,43,12043,548896
39477,215,32,12048,548940
39471,205,31,12050,548987
39467,188,27,12052,549026
39461,175,24,12052,549069
39455,163,15,12055,549099
39448,148,8,12055,549143
39445,138,12,12055,549167
39442,125,13,12055,549200
39442,113,14,12055,549219
39439,106,15,12055,549249
39437,97,18,12055,549270
39436,96,17,12055,549286
39435,88,14,12056,549308
39434,81,19,12056,549327
39432,79,17,12056,549342
39431,72,19,12057,549364
39430,66,19,12057,549372
39430,61,20,12057,549391
39430,56,11,12057,549410
39430,51,13,12057,549425
39429,49,11,12057,549437
39429,41,11,12057,549445
39427,41,6,12057,549457
39427,36,8,12057,549472
39427,33,9,12057,549483
39424,35,6,12057,549496
39422,32,5,12057,549503
39422,31,4,12058,549506
39422,28,2,12059,549513
39422,24,2,12060,549518
39422,23,5,12060,549521
39422,21,6,12060,549525
39421,21,4,12060,549528
39420,20,3,12060,549530
39419,20,3,12060,549537
39417,19,3,12060,549537
39417,18,3,12060,549538
39417,16,4,12060,549541
39417,15,1,12061,549544
39416,13,1,12061,549548
39415,13,1,12061,549549
